Dia,Energia Diaria [kW-h]
293,0.7786719237408252
294,0.7791691149998414
295,0.7796269258571447
296,0.7801401364191093
297,0.7804271615354226
298,0.780771054559261
299,0.7811727018756762
300,0.7813503245403318
301,0.7815873764365543
302,0.7818848118950946
303,0.7819607439352281
304,0.7820989243488915
305,0.7822060615639335
306,0.7823774743929289
307,0.7824255696959883
308,0.7823513917088472
309,0.7824389819174585
310,0.7824064846806095
311,0.7822550370641073
312,0.7822687133293504
313,0.782165751470165
314,0.7819473660620835
315,0.7818975895873302
316,0.7817348023444288
317,0.7814602797212713
318,0.7812637368084591
319,0.7811463620060058
320,0.780826845710849
321,0.7805890134591946
322,0.7803399422848912
323,0.7801749915944224
324,0.7798131540449709
325,0.7795379717228799
326,0.7793506264417104
327,0.7789703450211305
328,0.7786804090290192
329,0.7783880491712564
330,0.7780944950117844
331,0.7778009625323736
332,0.777508652033512
333,0.7772187460232332
334,0.7769324070977615
335,0.7766507758180076
336,0.7764686961111054
337,0.7761997768482465
338,0.7758451583764256
339,0.7756868998738755
340,0.7753513442537067
341,0.77512041004773
342,0.7749013732037028
343,0.7747886873753774
344,0.7745025062094433
345,0.7743243299836645
346,0.774161355198662
347,0.7741077973717422
348,0.7738838228070656
349,0.7738640280378571
350,0.77367452930549
351,0.7735967279650986
352,0.7736312098412266
353,0.7734980060110772
354,0.7735712914138708
355,0.7735709908582505
356,0.7735907896659715
357,0.7735373947280032
358,0.7736913055624345
359,0.7737721795337567
360,0.7738734652417493
361,0.7739950849922402
362,0.7740433777804059
363,0.774205161707485
364,0.7743866639841407
365,0.7745875527591933
